,fs,Bm,D,pred_val_y,y_val,prediction error
0,100000.0,0.1863,0.5,310.02057,345.6885,10.317939749903086
1,450000.0,0.1314,0.5,1771.3918,1634.17125,8.39695323872115
2,150000.0,0.1054,0.5,164.9607,153.82089100000005,7.242060741524992
3,220000.0,0.1065,0.9000000000000001,548.7203,654.997938,16.225648350223313
4,210000.0,0.010999999999999996,0.9000000000000001,8.835144,3.5304800000000114,150.25333787385063
5,380000.0,0.0373,0.10000000000000003,228.53342,192.522156,18.704995568430515
6,270000.0,0.0242,0.5,28.1362,9.934419999999989,183.21935202228119
7,90000.0,0.0946,0.5,51.07663,60.477300000000014,15.544130378386827
8,470000.0,0.019299999999999998,0.5,78.967514,20.05509999999998,293.75278127800914
9,190000.0,0.0169,0.10000000000000003,26.88684,6.914030000000025,288.87364995975435
10,140000.0,0.0738,0.10000000000000003,181.45145,126.356641,43.60261961474833
11,440000.0,0.028999999999999998,0.10000000000000003,255.75879,160.745469,59.1079304776547
12,150000.0,0.1866,0.5,418.41513,608.262438,31.21141394313183
13,420000.0,0.030399999999999996,0.9000000000000001,238.8846,149.016953,60.30699391519589
14,360000.0,0.0271,0.9000000000000001,148.20331,86.8161,70.70947451621156
15,370000.0,0.0508,0.10000000000000003,439.3258,369.157281,19.00775855591549
16,260000.0,0.0732,0.10000000000000003,426.1824,400.634656,6.376819174737874
17,380000.0,0.0631,0.9000000000000001,572.4619,568.9809379999999,0.6117913325419835
18,160000.0,0.0859,0.9000000000000001,193.12029,223.370188,13.542497876135702
19,100000.0,0.030100000000000002,0.10000000000000003,24.327393,8.089080000000024,200.74362694057825
20,340000.0,0.0383,0.5,122.50391,48.08617190000001,154.759115582665
21,110000.0,0.1683,0.9000000000000001,591.3471,586.282562,0.8638402814364733
22,410000.0,0.0945,0.5,658.1251,628.343938,4.739630999720494
23,270000.0,0.1015,0.10000000000000003,872.29504,908.066625,3.939312388525186
24,210000.0,0.2618,0.5,2312.993,2177.65175,6.215005219354977
25,360000.0,0.0172,0.9000000000000001,53.15509,32.821070299999974,61.95416495004214
26,450000.0,0.0938,0.5,814.7263,739.5023120000001,10.172247623665971
27,90000.0,0.0676,0.9000000000000001,57.92456,46.967890599999976,23.328000910637087
28,260000.0,0.0599,0.5,54.105255,87.11597660000004,37.89284441431252
29,480000.0,0.05349999999999999,0.5,314.9561,222.458406,41.57976354693386
30,300000.0,0.0247,0.9000000000000001,102.044876,46.41344140000001,119.86061153964073
31,150000.0,0.024,0.10000000000000003,29.770355,9.271200000000022,221.10573846545546
32,420000.0,0.0478,0.5,223.46082,127.04859399999998,75.88609869203869
33,160000.0,0.0941,0.5,122.07733,128.534617,5.02377150042875
34,410000.0,0.1049,0.5,847.94006,812.104062,4.412735159618313
35,430000.0,0.0199,0.9000000000000001,147.8822,60.51262889999998,144.38237907796062
36,370000.0,0.0126,0.9000000000000001,18.824219,17.094949199999974,10.115675277935479
37,380000.0,0.0417,0.10000000000000003,294.0625,242.03970300000003,21.493497287922207
38,130000.0,0.1833,0.10000000000000003,910.79456,916.836625,0.6590126497114496
39,200000.0,0.118,0.9000000000000001,621.7041,703.141562,11.581943784671346
40,350000.0,0.012700000000000003,0.9000000000000001,0.11804199,15.3698799,99.23199144719732
