,fs,Bm,D,pred_test_y,y_test,SE,prediction error,iGSE error
0,220000.0,0.0462,0.10000000000000003,114.33413880722367,118.8893199999996,2.436320977917914,3.8314469228825168,97.95076548682596
1,70000.0,0.1659,0.10000000000000003,412.20015509875384,425.79203100000274,9.335106475972648,3.19213956854181,97.80759013877069
2,100000.0,0.1059,0.4,144.9602513582535,147.56346900000034,5.412528534999371,1.7641342124769688,96.3320674339803
3,380000.0,0.0401,0.9,245.39143694292983,232.64242200000007,4.136687337104875,5.480090360703757,98.22186886572868
4,280000.0,0.0677,0.9,425.1437379259302,464.4313439999999,9.344248648224651,8.459292548107971,97.9880236833833
5,310000.0,0.038,0.4,54.449470930498414,53.37803120000014,2.602626536590301,2.0072672341243525,95.12416161090952
6,90000.0,0.0473,0.10000000000000003,29.71327814157223,29.402490200000106,0.6095420681229182,1.0570123124201287,97.92690325215068
7,120000.0,0.0955,0.9,235.4634827971564,242.701297,5.613044816845341,2.9821901622732665,97.6872621258199
8,250000.0,0.0339,0.10000000000000003,74.9460176365379,73.43657809999985,1.382233000704674,2.055432831419002,98.11778675359511
9,180000.0,0.0341,0.9,39.2221024519526,40.67648049999962,0.8249486991359571,3.57547661491272,97.97192704728728
10,80000.0,0.0754,0.9,73.91682295327293,74.69959999999979,1.61531534096439,1.0478999174384678,97.83758501924456
11,160000.0,0.1333,0.4,446.4884840508864,449.34403100000094,20.55385416072733,0.6354923515417757,95.4258090143124
12,80000.0,0.1184,0.4,145.84312061084805,148.98510900000014,4.987184605191183,2.1089278050949956,96.65256169649064
13,500000.0,0.030200000000000005,0.9,233.14240009220433,224.78731200000266,3.174125443378732,3.716885983405313,98.58794279128232
14,270000.0,0.0242,0.4,12.99407040358044,13.315120100000039,0.6743624273733548,2.4111663583086793,94.9353635392793
15,130000.0,0.0541,0.9,69.59490572452208,65.92507030000007,1.5445415012407304,5.566676543266427,97.65712574258608
16,170000.0,0.0961,0.9,413.4032862367129,437.144562,10.009838960839875,5.4309896146636945,97.71017648828949
17,350000.0,0.0532,0.4,156.08312934016,153.21151599999968,7.339003656955796,1.8742803511978454,95.20988771042784
18,200000.0,0.2099,0.4,1807.9443002456865,1757.8963800000022,91.64123968186576,2.8470347180352134,94.78688045982179
19,230000.0,0.0174,0.9,12.772023717848592,12.335269500000086,0.22827652550229516,3.5406945737870013,98.1493997719118
20,130000.0,0.027499999999999997,0.4,6.811338048838596,6.92824000000001,0.2848833778834514,1.6873253692339443,95.8880844502579
21,470000.0,0.013900000000000003,0.9,35.81341272661324,37.33519999999976,0.41335920575973795,4.076012110251269,98.892843199555
22,410000.0,0.0235,0.10000000000000003,92.8720619737083,91.30109379999979,1.230847588295699,1.7206455129111622,98.65188078579656
23,420000.0,0.132,0.4,2002.607579004448,1949.3455000000017,95.39627892615526,2.7323057407958893,95.10624058556294
24,110000.0,0.1695,0.9,794.0714068116437,837.1304380000022,20.44576205697619,5.143646585259918,97.55763724159603
25,290000.0,0.024100000000000003,0.4,14.596784005893792,14.47229,0.7491158946992549,0.8602232673183888,94.82379157203695
26,290000.0,0.019200000000000002,0.4,8.151146151582765,8.313810000000041,0.42455813395971376,1.9565499863152442,94.89333850593518
27,300000.0,0.023100000000000002,0.10000000000000003,48.48559758619516,44.85892970000037,0.7118046079084301,8.084606365886534,98.41323764818128
28,150000.0,0.1048,0.10000000000000003,469.1197005977809,450.6731880000014,10.153541150103091,4.093101850509779,97.74702790836915
29,350000.0,0.0369,0.10000000000000003,186.2208444367272,177.44410899999895,2.9424556944342966,4.946197135644721,98.3417563361124
30,70000.0,0.2621,0.4,756.5764009487633,789.8219380000016,29.26262932308056,4.209244571684493,96.29503462550308
31,290000.0,0.0333,0.10000000000000003,103.24347478990957,95.31738280000015,1.6802125350363575,8.315473796149396,98.2372443664742
32,380000.0,0.0189,0.10000000000000003,49.846394022711294,48.387250000000094,0.6317340772307549,3.0155547643463874,98.69442037472525
33,100000.0,0.0754,0.4,68.34779022227116,65.96661720000006,2.316616833009471,3.6096636804215225,96.48819822610297
34,280000.0,0.014600000000000002,0.10000000000000003,13.940225282258616,13.900400000000133,0.20237370309362568,0.2865045772674406,98.54411597440632
35,410000.0,0.0665,0.4,367.0022671853146,368.76809399999985,16.54914571022828,0.4788447925446683,95.51231628237657
36,340000.0,0.0216,0.4,14.7697478184475,14.721120099999998,0.7368078676398451,0.33032621238856774,94.99489262614028
37,280000.0,0.019300000000000005,0.4,7.766376270317805,7.792540000000016,0.4063937719074424,0.33575354996202755,94.7848356003634
38,330000.0,0.038,0.4,60.29093653443681,59.64187890000011,2.8793016621911924,1.0882581944223428,95.17234916924927
39,300000.0,0.0388,0.9,145.84524520411972,139.88834399999988,2.600188084736434,4.258325628702739,98.14124035613973
