,fs,Bm,D,pred_val_y,y_val,SE,prediction error,iGSE error
0,250000.0,0.0425,0.10000000000000003,125.28327257956045,122.89610199999936,2.4315186024304376,1.942429857995902,98.0214843572252
1,240000.0,0.0675,0.4,153.26782907267076,154.1929380000003,7.230280434333941,0.5999684157581487,95.31088743225457
2,310000.0,0.0316,0.9,98.25314731559111,90.13553120000026,1.6417791738955643,9.006011289353589,98.17854385275363
3,360000.0,0.015400000000000004,0.9,26.072874804068693,26.724699999999952,0.34705522502180486,2.4390365314905704,98.70136905176932
4,460000.0,0.011000000000000003,0.9,19.811877370440715,22.425619100000233,0.22251674464608762,11.655159743435982,99.00775651430698
5,130000.0,0.0679,0.9,120.1884009291924,119.67132000000029,2.724603088223919,0.43208425309598264,97.72326143956305
6,50000.0,0.1482,0.10000000000000003,205.1142312500301,218.93381200000172,4.088685666645173,6.31221857589157,98.13245581881836
7,470000.0,0.025100000000000004,0.10000000000000003,152.28682738141353,147.17004699999816,1.8093097814982997,3.4767811016703902,98.77059916852625
8,170000.0,0.0245,0.4,6.774934319132164,6.993320000000006,0.3293079652253468,3.1227754609805003,95.29110686733416
9,500000.0,0.0191,0.9,84.55150236818177,87.57064060000084,1.0105278788421135,3.4476603244341706,98.84604260980808
10,230000.0,0.0273,0.9,38.1095250353221,36.7568203000002,0.7033032859227912,3.680146226690596,98.08660466225695
11,500000.0,0.013699999999999997,0.4,11.261800300365987,11.202899999999964,0.44058130230584247,0.5257594048507378,96.067256671881
12,360000.0,0.0172,0.9,33.60653547224764,34.850640600000624,0.4574372092833734,3.5698199698313684,98.68743529126586
13,180000.0,0.014900000000000004,0.10000000000000003,5.088732243524678,5.472170000000002,0.10426868302582193,7.00705125161177,98.09456425831395
14,200000.0,0.0337,0.10000000000000003,45.454724176660285,46.324648400000136,0.9496520274912061,1.8778862946315382,97.9500070474551
15,480000.0,0.016300000000000002,0.10000000000000003,61.95479171603849,58.05946090000075,0.6366634235016733,6.709209413340749,98.90342863396849
16,340000.0,0.015400000000000004,0.4,6.323905241187056,6.557849999999996,0.3164361983523687,3.567400273152632,95.17469600017736
17,190000.0,0.0436,0.9,77.71726902352478,75.2521484000001,1.6634440682692322,3.275814280306554,97.78950620861049
18,200000.0,0.015300000000000001,0.10000000000000003,6.886766499413637,6.896410000000044,0.13207956012787392,0.13983363208403438,98.08480702093013
19,480000.0,0.0444,0.9,477.8366492098175,470.7845939999964,7.782425337233246,1.497936699649343,98.34692438188975
20,110000.0,0.0751,0.4,75.77704806513712,72.6637999999998,2.675563372649769,4.284455347968777,96.31788679830979
21,320000.0,0.011799999999999998,0.10000000000000003,11.752174882814064,11.890830099999995,0.14752057349508263,1.1660684411421494,98.75937531480596
22,340000.0,0.0478,0.4,114.21421977222694,113.96349200000033,5.360047826283136,0.22000709861243134,95.29669744914177
23,210000.0,0.0381,0.9,69.02278704593233,66.14500000000007,1.3961948895322118,4.350724991960485,97.88919058200588
24,110000.0,0.0531,0.10000000000000003,53.36711231329399,52.15698830000001,1.1254408741268058,2.320156996668417,97.8422050221661
25,160000.0,0.0612,0.9,130.0456606516797,133.05235899999994,2.939713414855688,2.259785824857298,97.79055896719902
26,390000.0,0.012400000000000001,0.9,18.554790816909822,19.668679700000176,0.22987538192672474,5.663262100355134,98.83126175506979
27,430000.0,0.0378,0.4,96.13145874490355,96.88809380000004,4.3582968079627165,0.7809370846518616,95.50172096794547
28,390000.0,0.0179,0.10000000000000003,46.292451716476585,49.19475000000046,0.5751536125238346,5.899609782596413,98.83086383704799
29,100000.0,0.1656,0.10000000000000003,701.9591652799362,698.3162500000028,16.53718687048937,0.5216712742877423,97.63184848261956
30,90000.0,0.015400000000000004,0.9,1.6893966341268873,1.64871000000002,0.03694280327232491,2.4677859736925685,97.75929039841303
31,120000.0,0.0755,0.9,136.10528772198526,137.6369060000006,3.1206219683552163,1.1127962132593545,97.73271424137128
32,280000.0,0.0184,0.10000000000000003,24.08151502082615,22.996210900000204,0.36069129386862286,4.719491074183599,98.43151858609619
33,70000.0,0.1318,0.10000000000000003,257.3119934517111,249.90584399999895,5.2537779348399845,2.963575934507626,97.89769704831713
34,200000.0,0.0379,0.10000000000000003,59.27983271035193,61.78312110000022,1.273491221992078,4.051735077605655,97.93877162675086
35,240000.0,0.0599,0.9,244.14556736242682,251.56031200000254,5.3648322230219625,2.9475017655311415,97.86737733771696
