,fs,Bm,D,pred_test_y,y_test,SE,prediction error,iGSE error
0,270000.0,0.019199999999999995,0.5,5.934821372660745,5.811659999999984,0.3782587190313116,2.119211596355633,93.49138251323525
1,110000.0,0.23760000000000003,0.9000000000000001,1263.399438634736,1266.0096199999966,47.53692864363667,0.20617389662967917,96.24513685420204
2,420000.0,0.0242,0.9000000000000001,90.49122205685137,93.75204689999903,1.3770863931311936,3.4781372257672736,98.53113991783019
3,340000.0,0.0175,0.9000000000000001,28.440597717499386,28.910999999999973,0.43549136355103,1.6270702587270829,98.49368280740539
4,260000.0,0.0177,0.9000000000000001,16.211171438075695,15.513730500000078,0.29043393462893974,4.495636546449056,98.12789106637544
5,330000.0,0.0843,0.5,313.7441296925253,311.2924059999994,21.075322732070703,0.787595085928917,93.22973438289698
6,470000.0,0.0247,0.9000000000000001,122.62546201908737,123.06599199999985,1.7381352556294853,0.3579624019221228,98.58763966601798
7,360000.0,0.0671,0.5,212.48639551143657,213.37909400000052,13.716791027995477,0.4183626764128772,93.5716331104136
8,410000.0,0.0225,0.9000000000000001,73.6595850516073,69.72332029999997,1.1041419545336701,5.645549773979033,98.41639504575677
9,370000.0,0.0711,0.10000000000000003,770.1273175111621,777.9419999999949,16.56925241089741,1.0045327914976725,97.87011725669811
10,130000.0,0.1068,0.9000000000000001,255.01376360902512,254.48579700000005,8.447007463446967,0.20746407667893205,96.6807548542888
11,400000.0,0.035,0.9000000000000001,176.07699196144722,174.0360780000014,3.1993712644857943,1.1726959058717743,98.16166205234425
12,70000.0,0.1326,0.9000000000000001,160.26424469070867,159.86859400000006,5.333806620804168,0.24748493797887935,96.66363074363177
13,140000.0,0.23460000000000003,0.5,955.1593748424054,929.8743750000024,67.9965429916547,2.7191844965512684,92.68755599468429
14,480000.0,0.010500000000000002,0.10000000000000003,21.952325504600363,23.165990199999587,0.21220613422012846,5.238993390402305,99.08397555041644
15,400000.0,0.0568,0.10000000000000003,562.3064532387723,553.8968119999988,10.72474225514938,1.5182685757674108,98.06376530378921
16,440000.0,0.012799999999999999,0.9000000000000001,25.944507426137356,26.763660200000064,0.30240727694099334,3.0606903829346406,98.87008251232768
17,210000.0,0.2929,0.5,2768.292365725942,2834.9354999999946,227.948954241286,2.3507813237392043,91.95928957673688
18,230000.0,0.013200000000000003,0.10000000000000003,6.630088295765943,6.943940000000018,0.11448245041093941,4.519792858723928,98.35133295490832
19,80000.0,0.0336,0.10000000000000003,7.766136771769255,7.507249999999992,0.2144415828438433,3.4484900831764413,97.14354013994681
20,380000.0,0.0499,0.9000000000000001,344.02895047024543,343.02668799999896,7.142861155393895,0.2921820678414623,97.91769520994416
21,220000.0,0.0365,0.10000000000000003,59.25016428157216,59.33078120000006,1.3522156418621378,0.13587705537897063,97.7208868406706
22,90000.0,0.0606,0.9000000000000001,34.8255196354444,35.1122617000001,1.1319798394343952,0.8166436756641495,96.77611243301257
23,400000.0,0.0216,0.5,17.75860761418058,17.631099999999964,0.9580897910429389,0.7231971583203292,94.5659102889613
24,360000.0,0.1059,0.5,641.5136245027601,639.17325,42.887369539322776,0.3661565158992539,93.29018078598834
25,160000.0,0.012200000000000003,0.10000000000000003,2.4579687812205866,2.3340599999999125,0.052310240942453845,5.308723049993517,97.7588304952548
26,500000.0,0.0371,0.10000000000000003,354.1285887594028,323.9331250000044,5.307385608162315,9.321511580329432,98.3615798451726
27,250000.0,0.0599,0.9000000000000001,225.07817092276207,226.60945300000057,5.730652301989021,0.6757361870682849,97.4711327236693
28,50000.0,0.1058,0.10000000000000003,58.924433012112715,60.612359400000145,1.7617360305054692,2.784789116602885,97.09343762898386
29,330000.0,0.019299999999999998,0.5,8.817018454038507,8.799019999999992,0.529969719395261,0.2045506663073348,93.97694607586685
30,500000.0,0.0521,0.10000000000000003,728.6915146801914,708.8995000000012,12.395805174511509,2.7919352009967744,98.25140161976252
31,120000.0,0.030700000000000005,0.9000000000000001,11.05910482220899,11.038740200000056,0.32955141183400727,0.18448320949644123,97.01459219201477
32,260000.0,0.03,0.10000000000000003,53.41149131931348,52.256730499999904,1.0851877008381905,2.209783903938604,97.92335323994641
33,280000.0,0.06,0.5,99.82728849442825,98.51247659999987,6.911068984310743,1.3346653538790187,92.98457492610561
34,440000.0,0.0397,0.9000000000000001,285.66754465115093,280.02068799999915,5.112799185668212,2.016585521406831,98.17413519615799
35,330000.0,0.0478,0.5,78.13775097046813,76.48184380000008,5.107619756924342,2.165098392238359,93.3217878869647
36,410000.0,0.0477,0.5,121.86586660974548,121.591211,7.215678257162711,0.22588442658530639,94.06562514032144
37,70000.0,0.1056,0.10000000000000003,98.0131237253402,95.26777340000059,3.02006461395678,2.881719838053425,96.8299200178885
38,300000.0,0.0434,0.9000000000000001,156.1829272798257,160.79076599999914,3.440029676841897,2.865735909345361,97.86055520324972
39,280000.0,0.0799,0.10000000000000003,576.7260059603603,585.3714999999994,14.135466261681431,1.4769243189391814,97.58521447291481
