,fs,Bm,D,pred_test_y,y_test,iGSE,prediction error,iGSE error
0,270000.0,0.019199999999999995,0.5,5.9196647994780145,5.811660000000012,6.55022853538776,1.8584156588307301,12.708392015151366
1,110000.0,0.23760000000000003,0.9000000000000001,1259.2774781800883,1266.00962,1395.6637972512567,0.5317607159976955,10.241168408440423
2,420000.0,0.0242,0.9000000000000001,89.20019926662931,93.75204689999994,40.43066473622059,4.855198135807988,56.87489919089903
3,340000.0,0.0175,0.9000000000000001,28.832908934412586,28.911000000000058,12.785839293071831,0.27010849015071037,55.77517452501883
4,260000.0,0.0177,0.9000000000000001,16.108560839183735,15.513730500000044,8.527015514476432,3.834218592257286,45.03568619761438
5,330000.0,0.0843,0.5,307.6569611523329,311.2924060000001,364.9570344489212,1.1678552954058252,17.239298940341353
6,470000.0,0.0247,0.9000000000000001,120.29922928964474,123.06599200000002,51.0309041880613,2.248194375547129,58.533707518433445
7,360000.0,0.0671,0.5,211.57362397898746,213.37909400000004,237.530852522368,0.8461325742683026,11.318708908928055
8,410000.0,0.0225,0.9000000000000001,72.85901708253576,69.72332030000005,32.41713330958265,4.497342881899015,53.50603905536806
9,370000.0,0.0711,0.10000000000000003,769.559376853753,777.942,486.4661305901001,1.0775383185696434,37.46755791690125
10,130000.0,0.1068,0.9000000000000001,258.0209339519056,254.485797,248.00050925086856,1.3891293712967405,2.5483888789013363
11,400000.0,0.035,0.9000000000000001,171.8835562611374,174.03607800000003,93.93216548092073,1.2368250098480416,46.02718783347858
12,70000.0,0.1326,0.9000000000000001,156.02866190661305,159.86859399999997,156.59827032582015,2.4019302336435895,2.0456323486399217
13,140000.0,0.23460000000000003,0.5,934.3714037315593,929.874375,1177.4821671058055,0.48361680378162264,26.628090714490927
14,480000.0,0.010500000000000002,0.10000000000000003,21.146876421156005,23.165990199999975,6.230280910782426,8.715853548293273,73.10591579727753
15,400000.0,0.0568,0.10000000000000003,567.3346105046382,553.896812,314.873823939537,2.426047273339117,43.15298136441757
16,440000.0,0.012799999999999999,0.9000000000000001,26.384290245427763,26.763660200000064,8.878547699534124,1.417481584123161,66.82610811381434
17,210000.0,0.2929,0.5,2742.3017658806325,2834.9354999999996,3947.3452152188574,3.2675781907336905,39.23933067326781
18,230000.0,0.013200000000000003,0.10000000000000003,6.414438819764906,6.943940000000053,3.36115554828865,7.625370902328399,51.59584402675391
19,80000.0,0.0336,0.10000000000000003,7.401806562530531,7.507250000000007,6.295912721750312,1.4045547633218,16.13556599619959
20,380000.0,0.0499,0.9000000000000001,341.22182398727324,343.02668800000004,209.71133406848747,0.5261584815018229,38.86442617884954
21,220000.0,0.0365,0.10000000000000003,58.2150654372076,59.330781200000004,39.7004701665025,1.8805007118166934,33.086217030119776
22,90000.0,0.0606,0.9000000000000001,34.67535060445555,35.112261700000026,33.23444164768017,1.2443262677791946,5.3480464128571175
23,400000.0,0.0216,0.5,17.86146589341491,17.631100000000007,16.59104410025151,1.3065883207224842,5.898984747114463
24,360000.0,0.1059,0.5,633.4280703295325,639.1732499999999,742.6717683695645,0.8988454492529923,16.192560994935963
25,160000.0,0.012200000000000003,0.10000000000000003,2.3047813724792077,2.3340599999999845,1.535806195141049,1.254407663932247,34.20022642343987
26,500000.0,0.0371,0.10000000000000003,342.2829364161154,323.933125,155.82256074838006,5.664691258763782,51.896688321584875
27,250000.0,0.0599,0.9000000000000001,211.43336234839327,226.60945299999997,168.2494889915712,6.697024528631073,25.75354348012515
28,50000.0,0.1058,0.10000000000000003,58.68167246400518,60.612359399999995,51.723812796617324,3.1853023955949387,14.664577804543725
29,330000.0,0.019299999999999998,0.5,8.854738463453774,8.799020000000013,9.177376764147823,0.6332348767676539,4.299987545747248
30,500000.0,0.0521,0.10000000000000003,722.1652325426319,708.8995,363.93551315733447,1.8713135702073278,48.66190296969677
31,120000.0,0.030700000000000005,0.9000000000000001,11.18159619460808,11.038740199999994,9.675487835525757,1.2941331349394898,12.349709656852305
32,260000.0,0.03,0.10000000000000003,53.49794096010769,52.25673049999996,31.86064456616782,2.3752164519893397,39.030543508327895
33,280000.0,0.06,0.5,99.00006265813076,98.51247660000001,119.6775619263862,0.4949485333827704,21.48467489283097
34,440000.0,0.0397,0.9000000000000001,277.60665950697097,280.020688,150.1095870022731,0.8620893371382032,46.39339397585042
