,frequency,peak flux density,duty cycle,loss calculted by iGSE,loss calculted by SE,Measured loss,error for iGSE,error for SE,loss error percent by iGSE
0,50000.0,0.0267,0.1,1.65894072733792,0.05650425778385964,3.3900300000000003,0.5106412841957387,0.9833322248523289,2.0434907312450736
1,50000.0,0.0302,0.1,2.256699751354367,0.07686419556165686,3.95581,0.4295227143481697,0.9805692903446686,1.7529181707162884
2,50000.0,0.0338,0.1,2.9899239141445557,0.10183813611596108,5.49428,0.45581151413023074,0.9814646985381231,1.8375986004218985
3,50000.0,0.0382,0.1,4.05911288549704,0.13825518722658495,7.83216,0.48173774725017876,0.9823477575500774,1.9295250516396882
4,50000.0,0.0426,0.1,5.329807168784702,0.1815355987350652,10.25021,0.48002946585633827,0.9822895727272841,1.9231859006143448
5,50000.0,0.048,0.1,7.181204516703539,0.24459501447141235,13.5713496,0.47085553549489734,0.9819771045857213,1.8898430713723489
6,50000.0,0.0534,0.1,9.372684635112197,0.3192378003758076,17.819349600000002,0.47401645708145285,0.9820847669784867,1.9012001676920491
7,50000.0,0.0602,0.1,12.644695941445967,0.43068395832351514,24.5141797,0.48418849432494093,0.9824312310836362,1.938692698782025
8,50000.0,0.0674,0.1,16.76789669520623,0.5711220067997447,31.4040898,0.4660600959303642,0.9818137697848596,1.8728699473069936
9,50000.0,0.0754,0.1,22.190624901870862,0.7558225373442405,43.3519219,0.4881282321679293,0.9825654203039095,1.953614289444596
10,50000.0,0.084,0.1,29.063970804585438,0.9899317507263466,54.7546094,0.46919590655347754,0.9819205768870602,1.883934227987916
11,50000.0,0.0948,0.1,39.317240087001196,1.3391626551906854,73.8704219,0.46775395245168894,0.98187146329009,1.8788302977660567
12,50000.0,0.106,0.1,51.96842426318439,1.7700676056702875,95.70534380000001,0.45699558457482514,0.9815050285032225,1.8416056510645415
13,50000.0,0.1188,0.1,69.09185742772202,2.353299342482449,126.48907799999999,0.4537721476021667,0.981395236808648,1.8307378424776324
14,50000.0,0.1318,0.1,89.55567550700584,3.05030607270442,166.798781,0.4630915467721203,0.9817126596824205,1.862514911039351
15,50000.0,0.1482,0.1,120.04205416919912,4.088685666645173,218.93381200000002,0.45169705367757856,0.9813245581881835,1.823809276800721
