,fs,Bm,D,pred_test_y,y_test,iGSE,prediction error,iGSE error
0,270000.0,0.019199999999999995,0.5,5.865868744099233,5.811660000000012,6.55022853538776,0.9327583530216905,12.708392015151366
1,110000.0,0.23760000000000003,0.9000000000000001,1292.8537703036568,1266.00962,1395.6637972512567,2.1203749070766746,10.241168408440423
2,420000.0,0.0242,0.9000000000000001,87.31833774741048,93.75204689999994,40.43066473622059,6.8624732635991785,56.87489919089903
3,340000.0,0.0175,0.9000000000000001,28.33008148895333,28.911000000000058,12.785839293071831,2.0093338557875127,55.77517452501883
4,260000.0,0.0177,0.9000000000000001,15.932014569575111,15.513730500000044,8.527015514476432,2.696218485779846,45.03568619761438
5,330000.0,0.0843,0.5,309.02380177323056,311.2924060000001,364.9570344489212,0.7287695372721444,17.239298940341353
6,470000.0,0.0247,0.9000000000000001,117.189165301431,123.06599200000002,51.0309041880613,4.775345814925879,58.533707518433445
7,360000.0,0.0671,0.5,212.10026126392162,213.37909400000004,237.530852522368,0.5993242881040696,11.318708908928055
8,410000.0,0.0225,0.9000000000000001,71.45514331851548,69.72332030000005,32.41713330958265,2.483850469346375,53.50603905536806
9,370000.0,0.0711,0.10000000000000003,798.1557637772207,777.942,486.4661305901001,2.598363859673436,37.46755791690125
10,130000.0,0.1068,0.9000000000000001,250.11637079535078,254.485797,248.00050925086856,1.7169626973914052,2.5483888789013363
11,400000.0,0.035,0.9000000000000001,172.57804455467365,174.03607800000003,93.93216548092073,0.8377765473009444,46.02718783347858
12,70000.0,0.1326,0.9000000000000001,151.01990434190782,159.86859399999997,156.59827032582015,5.5349768436020375,2.0456323486399217
13,140000.0,0.23460000000000003,0.5,930.5199147468783,929.874375,1177.4821671058055,0.06942225361122409,26.628090714490927
14,480000.0,0.010500000000000002,0.10000000000000003,21.456137045356407,23.165990199999975,6.230280910782426,7.380876620778204,73.10591579727753
15,400000.0,0.0568,0.10000000000000003,580.6710698461595,553.896812,314.873823939537,4.83379887121639,43.15298136441757
16,440000.0,0.012799999999999999,0.9000000000000001,25.84138911099353,26.763660200000064,8.878547699534124,3.445982657508608,66.82610811381434
17,210000.0,0.2929,0.5,2908.5194276009365,2834.9354999999996,3947.3452152188574,2.5956120554043274,39.23933067326781
18,230000.0,0.013200000000000003,0.10000000000000003,6.986133447578957,6.943940000000053,3.36115554828865,0.6076297833636746,51.59584402675391
19,80000.0,0.0336,0.10000000000000003,7.803753120304237,7.507250000000007,6.295912721750312,3.949557032258548,16.13556599619959
20,380000.0,0.0499,0.9000000000000001,333.67636489018514,343.02668800000004,209.71133406848747,2.725829632770408,38.86442617884954
21,220000.0,0.0365,0.10000000000000003,59.519897350005216,59.330781200000004,39.7004701665025,0.3187487947743592,33.086217030119776
22,90000.0,0.0606,0.9000000000000001,34.136670138559715,35.112261700000026,33.23444164768017,2.7784925100404743,5.3480464128571175
23,400000.0,0.0216,0.5,17.623536642600516,17.631100000000007,16.59104410025151,0.04289781919160264,5.898984747114463
24,360000.0,0.1059,0.5,635.3362735840273,639.1732499999999,742.6717683695645,0.6003030345798555,16.192560994935963
25,160000.0,0.012200000000000003,0.10000000000000003,2.2928028010302115,2.3340599999999845,1.535806195141049,1.7676151842614694,34.20022642343987
26,500000.0,0.0371,0.10000000000000003,348.11527201382273,323.933125,155.82256074838006,7.465166464165316,51.896688321584875
27,250000.0,0.0599,0.9000000000000001,225.23411384491573,226.60945299999997,168.2494889915712,0.6069204690610361,25.75354348012515
28,50000.0,0.1058,0.10000000000000003,57.11483277842397,60.612359399999995,51.723812796617324,5.770319215747323,14.664577804543725
29,330000.0,0.019299999999999998,0.5,8.817665627444736,8.799020000000013,9.177376764147823,0.2119057286461795,4.299987545747248
30,500000.0,0.0521,0.10000000000000003,730.3511496975095,708.8995,363.93551315733447,3.0260494890332885,48.66190296969677
31,120000.0,0.030700000000000005,0.9000000000000001,11.070836008861436,11.038740199999994,9.675487835525757,0.29075608520473945,12.349709656852305
32,260000.0,0.03,0.10000000000000003,53.56771221186693,52.25673049999996,31.86064456616782,2.5087327494914238,39.030543508327895
33,280000.0,0.06,0.5,98.97645240801396,98.51247660000001,119.6775619263862,0.470981772083417,21.48467489283097
34,440000.0,0.0397,0.9000000000000001,274.251367712542,280.020688,150.1095870022731,2.0603193030716414,46.39339397585042
35,330000.0,0.0478,0.5,77.64695975157045,76.48184380000002,88.4476021210935,1.5233889426321958,15.64522732007341
36,410000.0,0.0477,0.5,120.27582285033063,121.59121099999999,124.95241813138878,1.081811866870345,2.7643504030803636
37,70000.0,0.1056,0.10000000000000003,95.79390749096017,95.26777339999997,88.66779927363464,0.5522686971502144,6.927813982440916
38,300000.0,0.0434,0.9000000000000001,152.54946464173432,160.79076599999996,100.99779305116834,5.12548174455842,37.18682013669344
39,280000.0,0.0799,0.10000000000000003,561.972886912791,585.3714999999999,415.01121510373775,3.9972245125034114,29.10293461438798
