Frequency,Flux_Density,Power_Loss,Duty_1,Duty_2,Duty_3,Duty_4,Outlier_Factor
50000.0,0.0369,5007.44,0.1,0.0,0.9,0.0,-13.31
50000.0,0.0417,5538.23,0.1,0.0,0.9,0.0,13.47
50000.0,0.0478,8156.69,0.1,0.0,0.9,0.0,4.29
50000.0,0.053,11748.71,0.1,0.0,0.9,0.0,-6.47
50000.0,0.06,15823.29,0.1,0.0,0.9,0.0,-2.47
50000.0,0.067,19634.4102,0.1,0.0,0.9,0.0,3.89
50000.0,0.0751,26559.2,0.1,0.0,0.9,0.0,-4.7
50000.0,0.0837,31891.2402,0.1,0.0,0.9,0.0,7.46
50000.0,0.0947,46144.4688,0.1,0.0,0.9,0.0,-3.06
50000.0,0.1058,60612.3594,0.1,0.0,0.9,0.0,-1.7
50000.0,0.118,76480.8516,0.1,0.0,0.9,0.0,0.4
50000.0,0.1324,98877.9375,0.1,0.0,0.9,0.0,1.41
50000.0,0.1485,131341.734,0.1,0.0,0.9,0.0,-0.96
50000.0,0.1653,166901.469,0.1,0.0,0.9,0.0,2.26
50000.0,0.1847,224525.734,0.1,0.0,0.9,0.0,-1.63
50000.0,0.2081,298981.469,0.1,0.0,0.9,0.0,-2.24
50000.0,0.2325,372949.156,0.1,0.0,0.9,0.0,1.22
50000.0,0.2607,482210.875,0.1,0.0,0.9,0.0,0.45
50000.0,0.2931,635090.875,0.1,0.0,0.9,0.0,-0.76
60000.0,0.0307,4141.48,0.1,0.0,0.9,0.0,-14.46
60000.0,0.0378,7002.69,0.1,0.0,0.9,0.0,-7.29
60000.0,0.0419,8197.66,0.1,0.0,0.9,0.0,1.92
60000.0,0.0473,10666.3398,0.1,0.0,0.9,0.0,1.83
60000.0,0.0529,14301.4199,0.1,0.0,0.9,0.0,-0.12
60000.0,0.0589,18770.9,0.1,0.0,0.9,0.0,-0.86
60000.0,0.0668,25150.7793,0.1,0.0,0.9,0.0,3.98
60000.0,0.0749,35632.9414,0.1,0.0,0.9,0.0,-6.26
60000.0,0.0838,43395.1,0.1,0.0,0.9,0.0,3.09
60000.0,0.0932,56551.3516,0.1,0.0,0.9,0.0,0.04
60000.0,0.1054,77221.2891,0.1,0.0,0.9,0.0,-1.19
60000.0,0.1181,100337.992,0.1,0.0,0.9,0.0,-0.09
60000.0,0.1325,130613.133,0.1,0.0,0.9,0.0,2.29
60000.0,0.1473,174406.609,0.1,0.0,0.9,0.0,-3.31
60000.0,0.1656,221159.781,0.1,0.0,0.9,0.0,1.55
60000.0,0.1843,285976.906,0.1,0.0,0.9,0.0,-0.1
60000.0,0.2072,378688.906,0.1,0.0,0.9,0.0,-1.53
60000.0,0.2323,480371.031,0.1,0.0,0.9,0.0,0.93
60000.0,0.2609,621681.125,0.1,0.0,0.9,0.0,0.9
60000.0,0.2906,799424.875,0.1,0.0,0.9,0.0,-0.45
70000.0,0.0263,3564.45,0.1,0.0,0.9,0.0,-12.14
70000.0,0.0296,3899.44,0.1,0.0,0.9,0.0,14.43
70000.0,0.0341,5796.86,0.1,0.0,0.9,0.0,7.79
70000.0,0.0377,8421.82,0.1,0.0,0.9,0.0,-5.68
70000.0,0.042,10377.46,0.1,0.0,0.9,0.0,0.86
70000.0,0.0472,13358.7598,0.1,0.0,0.9,0.0,2.52
70000.0,0.0534,18609.3906,0.1,0.0,0.9,0.0,-3.61
70000.0,0.059,22721.1309,0.1,0.0,0.9,0.0,4.72
70000.0,0.0668,33100.4297,0.1,0.0,0.9,0.0,-3.39
70000.0,0.0752,43458.8281,0.1,0.0,0.9,0.0,-0.82
70000.0,0.0834,54153.5703,0.1,0.0,0.9,0.0,1.01
70000.0,0.0939,71485.7578,0.1,0.0,0.9,0.0,1.34
70000.0,0.1056,95267.7734,0.1,0.0,0.9,0.0,0.06
70000.0,0.1178,123249.797,0.1,0.0,0.9,0.0,1.75
70000.0,0.1309,163698.797,0.1,0.0,0.9,0.0,-1.37
70000.0,0.1475,217121.469,0.1,0.0,0.9,0.0,-0.92
70000.0,0.1649,276198.219,0.1,0.0,0.9,0.0,0.47
70000.0,0.1845,355901.406,0.1,0.0,0.9,0.0,0.58
70000.0,0.2073,467678.625,0.1,0.0,0.9,0.0,-0.33
70000.0,0.2323,603416.125,0.1,0.0,0.9,0.0,0.88
70000.0,0.2598,796614.875,0.1,0.0,0.9,0.0,-2.91
70000.0,0.289,978186.938,0.1,0.0,0.9,0.0,1.98
80000.0,0.023,3058.12,0.1,0.0,0.9,0.0,-2.35
80000.0,0.0269,4030.91,0.1,0.0,0.9,0.0,2.68
80000.0,0.0298,5013.04,0.1,0.0,0.9,0.0,5.79
80000.0,0.0336,7507.25,0.1,0.0,0.9,0.0,-4.7
80000.0,0.0374,9861.39,0.1,0.0,0.9,0.0,-2.0
80000.0,0.042,12790.6904,0.1,0.0,0.9,0.0,-0.11
