Frequency,Flux_Density,Power_Loss,Duty_1,Duty_2,Duty_3,Duty_4,Outlier_Factor
50000.0,0.0856,22713.4102,0.7,0.0,0.3,0.0,2.93
50000.0,0.1177,50323.1094,0.7,0.0,0.3,0.0,-4.1
50000.0,0.1318,64011.3281,0.7,0.0,0.3,0.0,-0.15
50000.0,0.1495,86661.8203,0.7,0.0,0.3,0.0,-1.05
50000.0,0.1669,113609.438,0.7,0.0,0.3,0.0,-2.14
50000.0,0.1864,146893.375,0.7,0.0,0.3,0.0,-0.73
50000.0,0.2086,194482.312,0.7,0.0,0.3,0.0,-3.06
50000.0,0.2335,250118.188,0.7,0.0,0.3,0.0,-1.05
50000.0,0.2619,326942.0,0.7,0.0,0.3,0.0,-1.2
50000.0,0.2938,433545.344,0.7,0.0,0.3,0.0,-6.8
60000.0,0.0721,20356.7793,0.7,0.0,0.3,0.0,-0.7
60000.0,0.0715,19850.3691,0.7,0.0,0.3,0.0,0.37
60000.0,0.0932,37605.1,0.7,0.0,0.3,0.0,-4.44
60000.0,0.105,49293.4805,0.7,0.0,0.3,0.0,-3.21
60000.0,0.1177,64139.5898,0.7,0.0,0.3,0.0,-0.81
60000.0,0.1317,82938.2,0.7,0.0,0.3,0.0,0.28
60000.0,0.1481,110034.523,0.7,0.0,0.3,0.0,-0.3
60000.0,0.1668,146528.219,0.7,0.0,0.3,0.0,-0.94
60000.0,0.1863,188538.281,0.7,0.0,0.3,0.0,0.31
60000.0,0.2084,246805.219,0.7,0.0,0.3,0.0,-0.98
60000.0,0.2341,319938.438,0.7,0.0,0.3,0.0,0.2
60000.0,0.2633,420447.719,0.7,0.0,0.3,0.0,0.54
60000.0,0.2927,546534.375,0.7,0.0,0.3,0.0,-0.95
70000.0,0.0619,17375.1797,0.7,0.0,0.3,0.0,-0.6
70000.0,0.0615,16985.9609,0.7,0.0,0.3,0.0,0.86
70000.0,0.0843,36587.3203,0.7,0.0,0.3,0.0,-2.5
70000.0,0.0943,45698.3281,0.7,0.0,0.3,0.0,2.81
70000.0,0.105,60557.5703,0.7,0.0,0.3,0.0,-1.48
70000.0,0.1194,80643.6875,0.7,0.0,0.3,0.0,0.57
70000.0,0.1329,103295.922,0.7,0.0,0.3,0.0,0.82
70000.0,0.1483,135352.625,0.7,0.0,0.3,0.0,-0.77
70000.0,0.166,175561.938,0.7,0.0,0.3,0.0,0.17
70000.0,0.1861,228961.938,0.7,0.0,0.3,0.0,0.43
70000.0,0.2098,305870.844,0.7,0.0,0.3,0.0,-0.82
70000.0,0.2352,392942.875,0.7,0.0,0.3,0.0,0.82
70000.0,0.2617,504893.406,0.7,0.0,0.3,0.0,0.33
70000.0,0.2941,667566.562,0.7,0.0,0.3,0.0,-0.2
80000.0,0.0542,14739.3496,0.7,0.0,0.3,0.0,1.87
80000.0,0.0589,18612.5195,0.7,0.0,0.3,0.0,-2.23
80000.0,0.0755,32477.3906,0.7,0.0,0.3,0.0,1.73
80000.0,0.0847,43604.8203,0.7,0.0,0.3,0.0,-1.11
80000.0,0.0945,55413.5781,0.7,0.0,0.3,0.0,1.19
80000.0,0.1058,72998.75,0.7,0.0,0.3,0.0,0.0
80000.0,0.1186,95936.8281,0.7,0.0,0.3,0.0,-0.88
80000.0,0.1326,123367.211,0.7,0.0,0.3,0.0,0.16
80000.0,0.1489,161506.047,0.7,0.0,0.3,0.0,0.48
80000.0,0.1669,212288.797,0.7,0.0,0.3,0.0,-0.16
80000.0,0.1869,275016.875,0.7,0.0,0.3,0.0,1.07
80000.0,0.2098,364545.562,0.7,0.0,0.3,0.0,-0.4
80000.0,0.2347,469575.469,0.7,0.0,0.3,0.0,0.03
80000.0,0.2623,603889.75,0.7,0.0,0.3,0.0,0.7
80000.0,0.2945,794694.188,0.7,0.0,0.3,0.0,1.08
90000.0,0.0481,12910.1396,0.7,0.0,0.3,0.0,-0.92
90000.0,0.059,21530.75,0.7,0.0,0.3,0.0,-1.49
90000.0,0.067,28475.1895,0.7,0.0,0.3,0.0,1.79
90000.0,0.0751,38327.5391,0.7,0.0,0.3,0.0,-1.58
90000.0,0.085,50862.4102,0.7,0.0,0.3,0.0,0.47
90000.0,0.0942,65276.2305,0.7,0.0,0.3,0.0,-0.16
90000.0,0.1051,84953.0391,0.7,0.0,0.3,0.0,-1.13
90000.0,0.1178,109308.727,0.7,0.0,0.3,0.0,0.83
90000.0,0.1323,143667.203,0.7,0.0,0.3,0.0,0.4
90000.0,0.1485,189682.094,0.7,0.0,0.3,0.0,-0.65
90000.0,0.1679,251227.172,0.7,0.0,0.3,0.0,0.73
90000.0,0.1867,327104.562,0.7,0.0,0.3,0.0,-0.56
90000.0,0.2092,427902.312,0.7,0.0,0.3,0.0,-1.12
90000.0,0.2339,541857.375,0.7,0.0,0.3,0.0,1.19
90000.0,0.2633,719308.125,0.7,0.0,0.3,0.0,0.34
90000.0,0.2931,931645.312,0.7,0.0,0.3,0.0,-0.11
100000.0,0.0432,11218.54,0.7,0.0,0.3,0.0,0.58
100000.0,0.053,18988.5391,0.7,0.0,0.3,0.0,-1.54
100000.0,0.0602,25096.7305,0.7,0.0,0.3,0.0,1.75
100000.0,0.0677,33947.7,0.7,0.0,0.3,0.0,-0.72
100000.0,0.0747,42420.2383,0.7,0.0,0.3,0.0,1.63
100000.0,0.085,59236.7891,0.7,0.0,0.3,0.0,-0.77
100000.0,0.0948,76710.6719,0.7,0.0,0.3,0.0,-0.74
100000.0,0.106,98386.4609,0.7,0.0,0.3,0.0,0.79
100000.0,0.1191,130184.117,0.7,0.0,0.3,0.0,-0.24
100000.0,0.1335,170429.797,0.7,0.0,0.3,0.0,-0.2
100000.0,0.1492,219503.891,0.7,0.0,0.3,0.0,0.96
100000.0,0.1664,285610.0,0.7,0.0,0.3,0.0,0.31
100000.0,0.1871,381294.875,0.7,0.0,0.3,0.0,-0.55
100000.0,0.2086,488638.344,0.7,0.0,0.3,0.0,0.07
100000.0,0.2346,631365.188,0.7,0.0,0.3,0.0,1.68
100000.0,0.261,826534.875,0.7,0.0,0.3,0.0,-0.78
100000.0,0.2939,1092029.12,0.7,0.0,0.3,0.0,-0.37
110000.0,0.0394,10349.7197,0.7,0.0,0.3,0.0,-0.22
110000.0,0.047,15394.9102,0.7,0.0,0.3,0.0,2.12
110000.0,0.0537,22204.8203,0.7,0.0,0.3,0.0,-1.88
110000.0,0.0601,28086.1,0.7,0.0,0.3,0.0,2.32
110000.0,0.067,37787.8516,0.7,0.0,0.3,0.0,-1.66
110000.0,0.076,50811.8086,0.7,0.0,0.3,0.0,0.13
110000.0,0.0851,66952.4688,0.7,0.0,0.3,0.0,0.38
110000.0,0.094,85023.8672,0.7,0.0,0.3,0.0,-0.11
